Message,Reply
U coming to the prac bbg,"Nah lukie pookie
Gonna work from home
Start studying the data science theory
You gonna go???
Are you just working through prac 2?"
No theres a lecture,"Do you have the textbook for data science
So I don’t have to go download it"
"No
She said it’s free
So
Theres a really pretty girl here damn","Do you rate it’s worth it to go through the book?
Or just slides
What she look like"
"And shes wearing a trench coat
With cargos","Doesn’t ring a bell
Have you seen her in other classes?
Grind starts today"
Oh nah she’s definitely not in our classes haha,"Bro
I cannot find the textbook
Like what it’s called
Anywhere"
ISLP,"Oh, that makes sense"
"Hahaha
We getting our projects now","Is she going to explain it in class
?
Now?"
Thinknso,"Fuck
Oops"
"It’s ok
I dont think you’re gonna miss anything
It’s on sunlearn now",How does the project look?
Hard,"Do you know what time the gym opens tmrw?
Cos it’s a public holiday"
No idea,"You look cute bbg
What you hitting?"
"Legs
Im loaded with caffeine tho cuz i wanna grind compsci tonight
So",How’d it go?
"It’s going fine i think??
I finished most of the things that we need done for friday.
I hope
And you","Was going great
Until now
Got an issue that I can’t fix
Have you got comments working
Nevermind
I fixed that shit"
"Hahaha was it the assertion error?
I got that too
Took me forever to fix","Different
I had finished comment a while ago but then tested it again yesterday just to make sure… and it was all fucked
But was an easy fix actually
Also, is she discussing project in class for data science"
"Idk bro
We need to get together to start on the project at some point
Please","Yes I agree
When you thinking?"
Uhhhh what abt tomorrow afternoon?,I finish math stats at 5
"I think our group member is that one white guy that always sits alone
I think… idk tho",The guy I said I was going to ask?
"Yuh
But we need to find out who he is fr tho
Im just theorising","I’m not going to class
So I can do anytime"
"Uh ok im at gym
This rain is kinda off-putting tho","Fr
You still want to do it?
I don’t mind"
Nicholas please just lmk what you think ,"Oh shit my bad pookie
Yeah I agree
I really don’t mind
Any day works for me"
What?,"You used his full name
Was so formal"
Just jn case theres another Jean-Luc,Did he message?
Nope,Imagine he just mizes
"Bro this guy
Maybe hes one of the ppl who didnt make it but he hasnt been removed from sunlearn yet","Could be
Maybe he’s just shy
Will message later today
Not really sure"
Yeaterday ye,"Oh ok fair
I’m probably gonna go the evening"
Why?,So if you want to come too
"Ah okay nice
I have OR tut til 5","You down to go today?
Cause I’m happy to go after that
I just want to make sure it runs on narga
And then submit plagiarism"
"Are you gonna add your chat gpt logs 
Can you forward me the test cases from the group pls
Cuz apparently it’s not on sunlearn","Are you going to go into narga to submit?
Tomorrow"
"Uhhh yete
Yeah
Im just gonna make sure everything is submitted correctly
Probably not gonna stay the whole tut unless theres a chance of a test",So have you submitted already?
Gonna do it later tonight why?,"Just curious with what other people are doing
I’m gonna do the same"
"Yes it is the best strategy i think
I mean if you passed all the test cases there really isn’t anything more you can do","True
I want to fix comments though
How did you do yours?"
Whats wrong with your comments,"Don’t know
I didn’t do the doxygen commenting style"
"Ohhhhhhhh
I thought you mwant the function
Fuck i forgot about that
Doxygen is a documentation software
Like it’s a separate program you use to document stuff
Isk if it’s supposed to be handed in for this submission tho
Like where do we even put that shit","Nah lol there’s nothing else I don’t think
Just the way you do your comments
Like this
Instead of normal"
Oh are you sure?,"No
But I think so"
"Pkay i must have misread
I cant check rn ",Why?
"Im at gym
But ill lyk when im home",Should we meet up on Sunday?
"Definitely sunday 
I have a headache",Naughty naughty
"Ok we can do 17:00 because i have to work on my project
Ill message the other guy to ask if he’s here
Can we meet around your place?
Actually you can come to mine. The Jean Luc guy isnt here but he said we should just keep him updated",Sounds good
"Mom’s bday
But he stays in wilgenhof",How long do you think it’ll take to do the parser
"Oh yeah btw when you get here, please just park on the side of the road and not the driveway",Could I come at 16:45?
Ye you can come whenever,"Awe I’m leaving me now
Awe I’m here
Pookie"
Lady added new data camp courses,Are they useful for the project??
Why did you clog up the narga nicholas,Wasn’t me I swear
Make sure the <> inclusions are above the “” inclusions,"But there’s errors in codegen.c file
The idpropt
Yeah
Oh
We not supposed to?"
"Do this
Trust",I swear
I thought codegen.c had a spelling mistake but it doesnt,"Maybe I haven’t included everything I need to
Let me go try"
"The order of the inclusions are very important so maybe just switch them around a little 
My program works fine
So idk
Maybe dont import codegen
Lmk if you fixed it","Yeah I can’t seem to get it
I’ve imported everything
You legend
Ignore that
I’m such an idiot luke
My stuff was right
I was doing make simplc
Thank you for the help bb"
Howd the project go,"The mark for scanner?
Went really well for me, you?"
Same,But this hand in is a lot more than I expected
Oh fr,"For name…. Is the tok_get only expected if there’s an index?
And if it’s an arglist you don’t need it
Ohhhhhhhhhh
Ok thank you"
No bbg,You at gym pookie?
Am getting ready,Can I call?
"Give me one sec
Sorry
Ill call back now
Wifi acting up
Damn it all
Idk it doesnt make sense to me to give an error of paranthesis expected
Email the lecturer he’s usually very fast with replies
I canr because ive emailed him wayyyy too much by now ",I’m gonna ask on teams
"Good idea
Sorry that i couldn’t help
And that wifi sucks","I’ve found the answer
They were right
Because type is in a square bracket, you have to check if it’s type before you call type"
Can you lmk if you find out which other functions expect the same??,"I don’t think parse_type() does for anything else
I’m doing math stats no but will let you know"
"Im struggling to read these rules imma be real
Im so behind with data science im gonna do that shit now","Why’d you delete a message luke?
Sorry had gone to bed lol"
"All hood
Good
What are you training at gym today","Chest and back
Actually no
Legs maybe
What you doing?"
Back shoulders arms,Did you get the tut test?
"No
Partially",How was parser marks??
Good and yours,Not as good as scanner but pretty good. Lost some marks in style which is annoying
"Yeah same
I failed a small amount of test cases too
Yeahhh 
Idk it’s weird
Wish style wasnt so heavily penalised tho
I lost 5 marks for having a bracket on a new line
Like how is that fair
Also the dont copy and paste ",I don’t think Willem and the guy who made the test script have that much communication
Were you accepted for the shoprite bursary,"No lol
You?"
"I was
Kidding
No","Hehe
We just not good enough"
Idk how good we need to be ,Where you luke
Here,When you going to gym today pookie
"Right now
Im like
So fucking annoyed",Why luje???
"Idk people are stupid
When u going","What did people do
Have you started on comp sci project"
"Ill be there in a few minutes
Train slowly for me",Where you lukie
"Im at home now
Putting on gym clothes
Then coming","Nooooo
Okay I’m gonna miss you
Dylan is here though"
"Okay
Sorry",Nah no stress
"No boss
And you
Im gonna use the tht tomorrow to start tho","When you do I’ll show you a yt video
Will save you time on the hash table
It’s been a life saver"
"It’s such a nice day out
Now we need to sit in a hot room for 3 hours
With a bunch of sweaty anime watchers",That’s my ideal Friday luke
"Yeah sure
Will you reserve a space for me next to you
What time you going","Probably will aim to get there at like 2
To get seats and stuff"
Narga G right,"How far are you?
With comp sci"
"Ah sorry man havent worked on it again
Forgot to push work on narga","Didn’t have a question
You going to gym today?"
"Im considering
Havent done too much chest throughout the week
You?","Ye I’m here
Almost done though"
Bro data science is soooo much work,"Was literally about to message
There’s so much practical work to learn as well
We cooked"
"Yeah it’s crazy how much was covered in a few weeks
But i dont think we need to explicitly memorise the mathematical formulas… idk it doesnt seem like something we’d be assessed on since we’re not doing math  yk
The proofs yes but for example that Prediction Interval for simple linear regression
It’s a massive formula that we basically never used",But other than that I don’t think there’s any point
